factsheet,topic,attribute,subattribute,#,value
SSP,publications,reference,full,1,"RIAHI, K., VAN VUUREN, D. P., KRIEGLER, E., EDMONDS, J., O'NEILL, B. C., FUJIMORI, S., BAUER, N., CALVIN, K., DELLINK, R., FRICKO, O., LUTZ, W., POPP, A., CUARESMA, J. C., KC, S., LEIMBACH, M., JIANG, L., KRAM, T., RAO, S., EMMERLING, J., EBI, K., HASEGAWA, T., HAVLIK, P., HUMPENÖDER, F., DA SILVA, L. A., SMITH, S., STEHFEST, E., BOSETTI, V., EOM, J., GERNAAT, D., MASUI, T., ROGELJ, J., STREFLER, J., DROUET, L., KREY, V., LUDERER, G., HARMSEN, M., TAKAHASHI, K., BAUMSTARK, L., DOELMAN, J. C., KAINUMA, M., KLIMONT, Z., MARANGONI, G., LOTZE-CAMPEN, H., OBERSTEINER, M., TABEAU, A. & TAVONI, M. 2017. The Shared Socioeconomic Pathways and their energy, land use, and greenhouse gas emissions implications: An overview. Global Environmental Change, 42, 153-168."
SSP,publications,reference,ris,1,"TY  - JOUR
AB  - This paper presents the overview of the Shared Socioeconomic Pathways (SSPs) and their energy, land use, and emissions implications. The SSPs are part of a new scenario framework, established by the climate change research community in order to facilitate the integrated analysis of future climate impacts, vulnerabilities, adaptation, and mitigation. The pathways were developed over the last years as a joint community effort and describe plausible major global developments that together would lead in the future to different challenges for mitigation and adaptation to climate change. The SSPs are based on five narratives describing alternative socio-economic developments, including sustainable development, regional rivalry, inequality, fossil-fueled development, and middle-of-the-road development. The long-term demographic and economic projections of the SSPs depict a wide uncertainty range consistent with the scenario literature. A multi-model approach was used for the elaboration of the energy, land-use and the emissions trajectories of SSP-based scenarios. The baseline scenarios lead to global energy consumption of 400–1200 EJ in 2100, and feature vastly different land-use dynamics, ranging from a possible reduction in cropland area up to a massive expansion by more than 700 million hectares by 2100. The associated annual CO2 emissions of the baseline scenarios range from about 25 GtCO2 to more than 120 GtCO2 per year by 2100. With respect to mitigation, we find that associated costs strongly depend on three factors: (1) the policy assumptions, (2) the socio-economic narrative, and (3) the stringency of the target. The carbon price for reaching the target of 2.6 W/m2 that is consistent with a temperature change limit of 2 °C, differs in our analysis thus by about a factor of three across the SSP marker scenarios. Moreover, many models could not reach this target from the SSPs with high mitigation challenges. While the SSPs were designed to represent different mitigation and adaptation challenges, the resulting narratives and quantifications span a wide range of different futures broadly representative of the current literature. This allows their subsequent use and development in new assessments and research projects. Critical next steps for the community scenario process will, among others, involve regional and sectoral extensions, further elaboration of the adaptation and impacts dimension, as well as employing the SSP scenarios with the new generation of earth system models as part of the 6th climate model intercomparison project (CMIP6). © 2017 The Authors
AU  - Riahi, K.
AU  - van Vuuren, D. P.
AU  - Kriegler, E.
AU  - Edmonds, J.
AU  - O'Neill, B. C.
AU  - Fujimori, S.
AU  - Bauer, N.
AU  - Calvin, K.
AU  - Dellink, R.
AU  - Fricko, O.
AU  - Lutz, W.
AU  - Popp, A.
AU  - Cuaresma, J. C.
AU  - Kc, S.
AU  - Leimbach, M.
AU  - Jiang, L.
AU  - Kram, T.
AU  - Rao, S.
AU  - Emmerling, J.
AU  - Ebi, K.
AU  - Hasegawa, T.
AU  - Havlik, P.
AU  - Humpenöder, F.
AU  - Da Silva, L. A.
AU  - Smith, S.
AU  - Stehfest, E.
AU  - Bosetti, V.
AU  - Eom, J.
AU  - Gernaat, D.
AU  - Masui, T.
AU  - Rogelj, J.
AU  - Strefler, J.
AU  - Drouet, L.
AU  - Krey, V.
AU  - Luderer, G.
AU  - Harmsen, M.
AU  - Takahashi, K.
AU  - Baumstark, L.
AU  - Doelman, J. C.
AU  - Kainuma, M.
AU  - Klimont, Z.
AU  - Marangoni, G.
AU  - Lotze-Campen, H.
AU  - Obersteiner, M.
AU  - Tabeau, A.
AU  - Tavoni, M.
DB  - Scopus
DO  - 10.1016/j.gloenvcha.2016.05.009
KW  - Adaptation
Climate change
Community scenarios
Mitigation
RCP
Shared Socioeconomic Pathways
SSP
carbon emission
climate effect
climate modeling
demography
emission
environmental economics
fossil fuel
greenhouse gas
integrated approach
land use
land use change
scenario analysis
sustainable development
twenty first century
M3  - Article
N1  - Cited By :164
Export Date: 27 September 2018
PY  - 2017
SP  - 153-168
ST  - The Shared Socioeconomic Pathways and their energy, land use, and greenhouse gas emissions implications: An overview
T2  - Global Environmental Change
TI  - The Shared Socioeconomic Pathways and their energy, land use, and greenhouse gas emissions implications: An overview
UR  - https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994893387&doi=10.1016%2fj.gloenvcha.2016.05.009&partnerID=40&md5=0451dadc4bb3cf56509295bb789e99d5
VL  - 42
ID  - 5
ER  - 

"
SSP,publications,reference,citation,2,Rogelj et al. (2018)
SSP,publications,reference,type,2,journal article
SSP,publications,reference,doi,2,10.1038/s41558-018-0091-3
SSP,publications,reference,full,2,"ROGELJ, J., POPP, A., CALVIN, K. V., LUDERER, G., EMMERLING, J., GERNAAT, D., FUJIMORI, S., STREFLER, J., HASEGAWA, T., MARANGONI, G., KREY, V., KRIEGLER, E., RIAHI, K., VAN VUUREN, D. P., DOELMAN, J., DROUET, L., EDMONDS, J., FRICKO, O., HARMSEN, M., HAVLÍK, P., HUMPENÖDER, F., STEHFEST, E. & TAVONI, M. 2018. Scenarios towards limiting global mean temperature increase below 1.5 °c. Nature Climate Change, 8, 325-332."
SSP,publications,reference,ris,2,"TY  - JOUR
AB  - The 2015 Paris Agreement calls for countries to pursue efforts to limit global-mean temperature rise to 1.5 °C. The transition pathways that can meet such a target have not, however, been extensively explored. Here we describe scenarios that limit end-of-century radiative forcing to 1.9 W m-2, and consequently restrict median warming in the year 2100 to below 1.5 °C. We use six integrated assessment models and a simple climate model, under different socio-economic, technological and resource assumptions from five Shared Socio-economic Pathways (SSPs). Some, but not all, SSPs are amenable to pathways to 1.5 °C. Successful 1.9 W m-2 scenarios are characterized by a rapid shift away from traditional fossil-fuel use towards large-scale low-carbon energy supplies, reduced energy use, and carbon-dioxide removal. However, 1.9 W m-2 scenarios could not be achieved in several models under SSPs with strong inequalities, high baseline fossil-fuel use, or scattered short-term climate policy. Further research can help policy-makers to understand the real-world implications of these scenarios. © 2018 The Author(s).
AU  - Rogelj, J.
AU  - Popp, A.
AU  - Calvin, K. V.
AU  - Luderer, G.
AU  - Emmerling, J.
AU  - Gernaat, D.
AU  - Fujimori, S.
AU  - Strefler, J.
AU  - Hasegawa, T.
AU  - Marangoni, G.
AU  - Krey, V.
AU  - Kriegler, E.
AU  - Riahi, K.
AU  - Van Vuuren, D. P.
AU  - Doelman, J.
AU  - Drouet, L.
AU  - Edmonds, J.
AU  - Fricko, O.
AU  - Harmsen, M.
AU  - Havlík, P.
AU  - Humpenöder, F.
AU  - Stehfest, E.
AU  - Tavoni, M.
DB  - Scopus
DO  - 10.1038/s41558-018-0091-3
IS  - 4
M3  - Article
N1  - Cited By :18
Export Date: 27 September 2018
PY  - 2018
SP  - 325-332
ST  - Scenarios towards limiting global mean temperature increase below 1.5 °c
T2  - Nature Climate Change
TI  - Scenarios towards limiting global mean temperature increase below 1.5 °c
UR  - https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042870561&doi=10.1038%2fs41558-018-0091-3&partnerID=40&md5=67fb545bc3e32e102410f6582ad304bf
VL  - 8
ID  - 4
ER  - 

"
SSP,publications,reference,citation,3,O'Neil et al. (2017)
SSP,publications,reference,type,3,journal article
SSP,publications,reference,doi,3,10.1016/j.gloenvcha.2015.01.004
SSP,publications,reference,full,3,"O'NEILL, B. C., KRIEGLER, E., EBI, K. L., KEMP-BENEDICT, E., RIAHI, K., ROTHMAN, D. S., VAN RUIJVEN, B. J., VAN VUUREN, D. P., BIRKMANN, J., KOK, K., LEVY, M. & SOLECKI, W. 2017. The roads ahead: Narratives for shared socioeconomic pathways describing world futures in the 21st century. Global Environmental Change, 42, 169-180."
SSP,publications,reference,ris,3,"TY  - JOUR
AB  - Long-term scenarios play an important role in research on global environmental change. The climate change research community is developing new scenarios integrating future changes in climate and society to investigate climate impacts as well as options for mitigation and adaptation. One component of these new scenarios is a set of alternative futures of societal development known as the shared socioeconomic pathways (SSPs). The conceptual framework for the design and use of the SSPs calls for the development of global pathways describing the future evolution of key aspects of society that would together imply a range of challenges for mitigating and adapting to climate change. Here we present one component of these pathways: the SSP narratives, a set of five qualitative descriptions of future changes in demographics, human development, economy and lifestyle, policies and institutions, technology, and environment and natural resources. We describe the methods used to develop the narratives as well as how these pathways are hypothesized to produce particular combinations of challenges to mitigation and adaptation. Development of the narratives drew on expert opinion to (1) identify key determinants of these challenges that were essential to incorporate in the narratives and (2) combine these elements in the narratives in a manner consistent with scholarship on their inter-relationships. The narratives are intended as a description of plausible future conditions at the level of large world regions that can serve as a basis for integrated scenarios of emissions and land use, as well as climate impact, adaptation and vulnerability analyses. © 2015 Elsevier Ltd
AU  - O'Neill, B. C.
AU  - Kriegler, E.
AU  - Ebi, K. L.
AU  - Kemp-Benedict, E.
AU  - Riahi, K.
AU  - Rothman, D. S.
AU  - van Ruijven, B. J.
AU  - van Vuuren, D. P.
AU  - Birkmann, J.
AU  - Kok, K.
AU  - Levy, M.
AU  - Solecki, W.
DB  - Scopus
DO  - 10.1016/j.gloenvcha.2015.01.004
KW  - Adaptation
Climate change
Mitigation
Narratives
Scenarios
Shared socioeconomic pathways
conceptual framework
demography
environmental planning
future prospect
global perspective
integrated approach
land use change
natural resource
scenario analysis
social development
socioeconomic survey
twenty first century
vulnerability
M3  - Article
N1  - Cited By :179
Export Date: 27 September 2018
PY  - 2017
SP  - 169-180
ST  - The roads ahead: Narratives for shared socioeconomic pathways describing world futures in the 21st century
T2  - Global Environmental Change
TI  - The roads ahead: Narratives for shared socioeconomic pathways describing world futures in the 21st century
UR  - https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922900576&doi=10.1016%2fj.gloenvcha.2015.01.004&partnerID=40&md5=106350d12803584940dc9fbc020a8ccd
VL  - 42
ID  - 3
ER  - 

"
SSP,publications,reference,citation,4,KC et al. (2017)
SSP,publications,reference,type,4,journal article
SSP,publications,reference,doi,4,10.1016/j.gloenvcha.2014.06.004
SSP,publications,reference,full,4,"KC, S. & LUTZ, W. 2017. The human core of the shared socioeconomic pathways: Population scenarios by age, sex and level of education for all countries to 2100. Global Environmental Change, 42, 181-192."
SSP,publications,reference,ris,4,"TY  - JOUR
AB  - This paper applies the methods of multi-dimensional mathematical demography to project national populations based on alternative assumptions on future, fertility, mortality, migration and educational transitions that correspond to the five shared socioeconomic pathways (SSP) storylines. In doing so it goes a significant step beyond past population scenarios in the IPCC context which considered only total population size. By differentiating the human population not only by age and sex—as is conventionally done in demographic projections—but also by different levels of educational attainment the most fundamental aspects of human development and social change are being explicitly addressed through modeling the changing composition of populations by these three important individual characteristics. The scenarios have been defined in a collaborative effort of the international Integrated Assessment Modeling community with the medium scenario following that of a major new effort by the Wittgenstein Centre for Demography and Global Human Capital (IIASA, OEAW, WU) involving over 550 experts from around the world. As a result, in terms of total world population size the trajectories resulting from the five SSPs stay very close to each other until around 2030 and by the middle of the century already a visible differentiation appears with the range between the highest (SSP3) and the lowest (SSP1) trajectories spanning 1.5 billion. The range opens up much more with the SSP3 reaching 12.6 billion in 2100 and SSP1 falling to 6.9 billion which is lower than today's world population. © 2014 The Authors
AU  - Kc, S.
AU  - Lutz, W.
DB  - Scopus
DO  - 10.1016/j.gloenvcha.2014.06.004
KW  - Age structure
Country level
Education
Scenarios
Shared socioeconomic pathways
World population
age-related difference
demographic survey
educational attainment
population size
scenario analysis
sex-related difference
social change
socioeconomic status
M3  - Article
N1  - Cited By :121
Export Date: 27 September 2018
PY  - 2017
SP  - 181-192
ST  - The human core of the shared socioeconomic pathways: Population scenarios by age, sex and level of education for all countries to 2100
T2  - Global Environmental Change
TI  - The human core of the shared socioeconomic pathways: Population scenarios by age, sex and level of education for all countries to 2100
UR  - https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903422524&doi=10.1016%2fj.gloenvcha.2014.06.004&partnerID=40&md5=1d2048904ff2154f0c394c5c38810b6a
VL  - 42
ID  - 6
ER  - 

"
SSP,publications,reference,citation,5,Dellink et al. (2017)
SSP,publications,reference,type,5,journal article
SSP,publications,reference,doi,5,10.1016/j.gloenvcha.2015.06.004
SSP,publications,reference,full,5,"DELLINK, R., CHATEAU, J., LANZI, E. & MAGNÉ, B. 2017. Long-term economic growth projections in the Shared Socioeconomic Pathways. Global Environmental Change, 42, 200-214."
SSP,publications,reference,ris,5,"TY  - JOUR
AB  - Long-term economic scenarios (up to 2100) are needed as a basis to explore possible different futures for major environmental challenges, including climate change. Given the high level of uncertainty involved, such scenarios would need to span a wide range of possible growth trajectories. The recently developed storylines of the Shared Socioeconomic Pathways (SSPs) provide a basis for making such projections. This paper describes a consistent methodology to derive (per capita) GDP trend pathways on a country basis. The methodology is based on a convergence process and places emphasis on the key drivers of economic growth in the long run: population, total factor productivity, physical capital, employment and human capital, and energy and fossil fuel resources (specifically oil and gas). The paper uses this methodology to derive country-level economic growth projections for 184 countries. The paper also investigates the influence of short-term growth rate estimates on the long-term income levels in various countries. It does so by comparing long-term projections based on short-term forecasts from 2011 with the projections based on forecasts from 2013. This highlights the effects of the recent economic crisis and uncertainty in short term developments on longer term growth trends. The projections are subject to large uncertainties, particularly for the later decades, and disregard a wide range of country-specific drivers of economic growth that are outside the narrow economic framework, such as external shocks, governance barriers and feedbacks from environmental damage. Hence, they should be interpreted with sufficient care and not be treated as predictions. © 2015 Elsevier Ltd
AU  - Dellink, R.
AU  - Chateau, J.
AU  - Lanzi, E.
AU  - Magné, B.
DB  - Scopus
DO  - 10.1016/j.gloenvcha.2015.06.004
KW  - Baselines
Climate change
Convergence
Economic growth
baseline survey
global change
Gross Domestic Product
long-term change
methodology
socioeconomic status
M3  - Article
N1  - Cited By :77
Export Date: 27 September 2018
PY  - 2017
SP  - 200-214
ST  - Long-term economic growth projections in the Shared Socioeconomic Pathways
T2  - Global Environmental Change
TI  - Long-term economic growth projections in the Shared Socioeconomic Pathways
UR  - https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936818295&doi=10.1016%2fj.gloenvcha.2015.06.004&partnerID=40&md5=5594bdbe8521969036ff5f06450b3c19
VL  - 42
ID  - 8
ER  - 

"
SSP,publications,reference,citation,6,Leimbach et al. (2017)
SSP,publications,reference,type,6,journal article
SSP,publications,reference,doi,6,10.1016/j.gloenvcha.2015.02.005
SSP,publications,reference,full,6,"LEIMBACH, M., KRIEGLER, E., ROMING, N. & SCHWANITZ, J. 2017. Future growth patterns of world regions – A GDP scenario approach. Global Environmental Change, 42, 215-225."
SSP,publications,reference,ris,6,"TY  - JOUR
AB  - Global GDP projections for the 21st century are needed for the exploration of long-term global environmental problems, in particular climate change. Greenhouse gas emissions as well as climate change mitigation and adaption capacities strongly depend on growth of per capita income. However, long-term economic projections are highly uncertain. This paper provides five new long-term economic scenarios as part of the newly developed shared socio-economic pathways (SSPs) which represent a set of widely diverging narratives. A method of GDP scenario building is presented that is based on assumptions about technological progress, and human and physical capital formation as major drivers of long-term GDP per capita growth. The impact of these drivers differs significantly between different shared socio-economic pathways and is traced back to the underlying narratives and the associated population and education scenarios. In a highly fragmented world, technological and knowledge spillovers are low. Hence, the growth impact of technological progress and human capital is comparatively low, and per capita income diverges between world regions. These factors play a much larger role in globalization scenarios, leading to higher economic growth and stronger convergence between world regions. At the global average, per capita GDP is projected to grow annually in a range between 1.0% (SSP3) and 2.8% (SSP5) from 2010 to 2100. While this covers a large portion of variety in future global economic growth projections, plausible lower and higher growth projections may still be conceivable. The GDP projections are put into the context of historic patterns of economic growth (stylized facts), and their sensitivity to key assumptions is explored. © 2016 The Authors
AU  - Leimbach, M.
AU  - Kriegler, E.
AU  - Roming, N.
AU  - Schwanitz, J.
DB  - Scopus
DO  - 10.1016/j.gloenvcha.2015.02.005
KW  - Convergence
Economic growth
GDP scenario
capital formation
climate change
economic analysis
educational development
globalization
greenhouse gas
Gross Domestic Product
growth rate
human capital
knowledge
socioeconomic conditions
M3  - Article
N1  - Cited By :27
Export Date: 27 September 2018
PY  - 2017
SP  - 215-225
ST  - Future growth patterns of world regions – A GDP scenario approach
T2  - Global Environmental Change
TI  - Future growth patterns of world regions – A GDP scenario approach
UR  - https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925936147&doi=10.1016%2fj.gloenvcha.2015.02.005&partnerID=40&md5=dd8010277fabefe216aaa43304aa747c
VL  - 42
ID  - 9
ER  - 

"
SSP,publications,reference,citation,7,Crespo (2017)
SSP,publications,reference,type,7,journal article
SSP,publications,reference,doi,7,10.1016/j.gloenvcha.2015.02.012
SSP,publications,reference,full,7,"CRESPO CUARESMA, J. 2017. Income projections for climate change research: A framework based on human capital dynamics. Global Environmental Change, 42, 226-236."
SSP,publications,reference,ris,7,"TY  - JOUR
AB  - The quantitative assessment of the global effects of climate change requires the construction of income projections spanning large time horizons. Exploiting the robust link between educational attainment, age structure dynamics and economic growth, we use population projections by age, sex and educational attainment to obtain income per capita paths to the year 2100 for 144 countries. Such a framework offers a powerful, consistent methodology which can be used to study the future environmental challenges and to address potential policy reactions. © 2015 Elsevier Ltd
AU  - Crespo Cuaresma, J.
DB  - Scopus
DO  - 10.1016/j.gloenvcha.2015.02.012
KW  - Climate change
Economic growth
Human capital
Income projections
age structure
educational attainment
global change
global perspective
income distribution
nature-society relations
research work
M3  - Article
N1  - Cited By :22
Export Date: 27 September 2018
PY  - 2017
SP  - 226-236
ST  - Income projections for climate change research: A framework based on human capital dynamics
T2  - Global Environmental Change
TI  - Income projections for climate change research: A framework based on human capital dynamics
UR  - https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926330833&doi=10.1016%2fj.gloenvcha.2015.02.012&partnerID=40&md5=b56fac4a850a3402dd1e5d935a878b67
VL  - 42
ID  - 10
ER  - 
"
SSP,publications,reference,citation,8,Jiang et al. (2017)
SSP,publications,reference,type,8,journal article
SSP,publications,reference,doi,8,10.1016/j.gloenvcha.2015.03.008
SSP,publications,reference,full,8,"JIANG, L. & O'NEILL, B. C. 2017. Global urbanization projections for the Shared Socioeconomic Pathways. Global Environmental Change, 42, 193-199."
SSP,publications,reference,ris,8,"TY  - JOUR
AB  - The new scenario process for climate change research includes the creation of Shared Socioeconomic Pathways (SSPs) describing alternative societal development trends over the coming decades. Urbanization is a key aspect of development that is relevant to studies of mitigation, adaptation, and impacts. Incorporating urbanization into the SSPs requires a consistent set of global urbanization projections that cover long time horizons and span a full range of uncertainty. Existing urbanization projections do not meet these needs, in particular providing only a single scenario over the next few decades, a period during which urbanization is likely to be highly dynamic in many countries. We present here a new, long-term, global set of urbanization projections at country level that cover a plausible range of uncertainty. We create SSP-specific projections by choosing urbanization outcomes consistent with each SSP narrative. Results show that the world continues to urbanize in each of the SSPs but outcomes differ widely across them, with urbanization reaching 60%, 79%, and 92% by the end of century in SSP3, SSP2, and SSP1/SSP4/SSP5, respectively. The degree of convergence in urbanization across countries also differs substantially, with largely convergent outcomes by the end of the century in SSP1 and SSP5 and persistent diversity in SSP3. This set of global, country-specific projections produces urbanization pathways that are typical of regions in different stages of urbanization and development levels, and can be extended to further elaborate assumptions about the styles of urban growth and spatial distributions of urban people and land cover occurring in each SSP. © 2015 Elsevier Ltd
AU  - Jiang, L.
AU  - O'Neill, B. C.
DB  - Scopus
DO  - 10.1016/j.gloenvcha.2015.03.008
KW  - Long term
Socioeconomic scenarios
Uncertainty
Urbanization projections
adaptive management
climate change
convergence
global perspective
land cover
nature-society relations
research work
scenario analysis
social development
socioeconomic conditions
uncertainty analysis
urban growth
urbanization
M3  - Article
N1  - Cited By :43
Export Date: 27 September 2018
PY  - 2017
SP  - 193-199
ST  - Global urbanization projections for the Shared Socioeconomic Pathways
T2  - Global Environmental Change
TI  - Global urbanization projections for the Shared Socioeconomic Pathways
UR  - https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926629672&doi=10.1016%2fj.gloenvcha.2015.03.008&partnerID=40&md5=3f6019a53d3c1a2527fdde1b6c0940b4
VL  - 42
ID  - 11
ER  - 

"
SSP,publications,reference,citation,9,Bauer et al. (2017)
SSP,publications,reference,type,9,journal article
SSP,publications,reference,doi,9,10.1016/j.gloenvcha.2016.07.006
SSP,publications,reference,full,9,"BAUER, N., CALVIN, K., EMMERLING, J., FRICKO, O., FUJIMORI, S., HILAIRE, J., EOM, J., KREY, V., KRIEGLER, E., MOURATIADOU, I., SYTZE DE BOER, H., VAN DEN BERG, M., CARRARA, S., DAIOGLOU, V., DROUET, L., EDMONDS, J. E., GERNAAT, D., HAVLIK, P., JOHNSON, N., KLEIN, D., KYLE, P., MARANGONI, G., MASUI, T., PIETZCKER, R. C., STRUBEGGER, M., WISE, M., RIAHI, K. & VAN VUUREN, D. P. 2017. Shared Socio-Economic Pathways of the Energy Sector – Quantifying the Narratives. Global Environmental Change, 42, 316-330."
SSP,publications,reference,ris,9,"TY  - JOUR
AB  - Energy is crucial for supporting basic human needs, development and well-being. The future evolution of the scale and character of the energy system will be fundamentally shaped by socioeconomic conditions and drivers, available energy resources, technologies of energy supply and transformation, and end-use energy demand. However, because energy-related activities are significant sources of greenhouse gas (GHG) emissions and other environmental and social externalities, energy system development will also be influenced by social acceptance and strategic policy choices. All of these uncertainties have important implications for many aspects of economic and environmental sustainability, and climate change in particular. In the Shared-Socioeconomic Pathway (SSP) framework these uncertainties are structured into five narratives, arranged according to the challenges to climate change mitigation and adaptation. In this study we explore future energy sector developments across the five SSPs using Integrated Assessment Models (IAMs), and we also provide summary output and analysis for selected scenarios of global emissions mitigation policies. The mitigation challenge strongly corresponds with global baseline energy sector growth over the 21st century, which varies between 40% and 230% depending on final energy consumer behavior, technological improvements, resource availability and policies. The future baseline CO2-emission range is even larger, as the most energy-intensive SSP also incorporates a comparatively high share of carbon-intensive fossil fuels, and vice versa. Inter-regional disparities in the SSPs are consistent with the underlying socioeconomic assumptions; these differences are particularly strong in the SSPs with large adaptation challenges, which have little inter-regional convergence in long-term income and final energy demand levels. The scenarios presented do not include feedbacks of climate change on energy sector development. The energy sector SSPs with and without emissions mitigation policies are introduced and analyzed here in order to contribute to future research in climate sciences, mitigation analysis, and studies on impacts, adaptation and vulnerability. © 2016 The Authors
AU  - Bauer, N.
AU  - Calvin, K.
AU  - Emmerling, J.
AU  - Fricko, O.
AU  - Fujimori, S.
AU  - Hilaire, J.
AU  - Eom, J.
AU  - Krey, V.
AU  - Kriegler, E.
AU  - Mouratiadou, I.
AU  - Sytze de Boer, H.
AU  - van den Berg, M.
AU  - Carrara, S.
AU  - Daioglou, V.
AU  - Drouet, L.
AU  - Edmonds, J. E.
AU  - Gernaat, D.
AU  - Havlik, P.
AU  - Johnson, N.
AU  - Klein, D.
AU  - Kyle, P.
AU  - Marangoni, G.
AU  - Masui, T.
AU  - Pietzcker, R. C.
AU  - Strubegger, M.
AU  - Wise, M.
AU  - Riahi, K.
AU  - van Vuuren, D. P.
DB  - Scopus
DO  - 10.1016/j.gloenvcha.2016.07.006
KW  - Energy demand
Energy resources
Energy supply
Energy system
Integrated Assessment Models (IAMs)
Shared Socio-economic Pathways (SSPs)
carbon emission
climate change
consumption behavior
demand analysis
economic activity
emission control
energy budget
energy policy
energy resource
energy use
fossil fuel
integrated approach
resource availability
socioeconomic conditions
strategic approach
sustainability
twenty first century
M3  - Article
N1  - Cited By :33
Export Date: 27 September 2018
PY  - 2017
SP  - 316-330
ST  - Shared Socio-Economic Pathways of the Energy Sector – Quantifying the Narratives
T2  - Global Environmental Change
TI  - Shared Socio-Economic Pathways of the Energy Sector – Quantifying the Narratives
UR  - https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990019816&doi=10.1016%2fj.gloenvcha.2016.07.006&partnerID=40&md5=b68285613977f9f82e1318e2bea6d911
VL  - 42
ID  - 12
ER  - 

"
SSP,publications,reference,citation,10,Rao et al. (2017)
SSP,publications,reference,type,10,journal article
SSP,publications,reference,doi,10,10.1016/j.gloenvcha.2016.05.012
SSP,publications,reference,full,10,"RAO, S., KLIMONT, Z., SMITH, S. J., VAN DINGENEN, R., DENTENER, F., BOUWMAN, L., RIAHI, K., AMANN, M., BODIRSKY, B. L., VAN VUUREN, D. P., ALELUIA REIS, L., CALVIN, K., DROUET, L., FRICKO, O., FUJIMORI, S., GERNAAT, D., HAVLIK, P., HARMSEN, M., HASEGAWA, T., HEYES, C., HILAIRE, J., LUDERER, G., MASUI, T., STEHFEST, E., STREFLER, J., VAN DER SLUIS, S. & TAVONI, M. 2017. Future air pollution in the Shared Socio-economic Pathways. Global Environmental Change, 42, 346-358."
SSP,publications,reference,ris,10,"TY  - JOUR
AU  - Rao, S.
AU  - Klimont, Z.
AU  - Smith, S. J.
AU  - Van Dingenen, R.
AU  - Dentener, F.
AU  - Bouwman, L.
AU  - Riahi, K.
AU  - Amann, M.
AU  - Bodirsky, B. L.
AU  - van Vuuren, D. P.
AU  - Aleluia Reis, L.
AU  - Calvin, K.
AU  - Drouet, L.
AU  - Fricko, O.
AU  - Fujimori, S.
AU  - Gernaat, D.
AU  - Havlik, P.
AU  - Harmsen, M.
AU  - Hasegawa, T.
AU  - Heyes, C.
AU  - Hilaire, J.
AU  - Luderer, G.
AU  - Masui, T.
AU  - Stehfest, E.
AU  - Strefler, J.
AU  - van der Sluis, S.
AU  - Tavoni, M.
DB  - Scopus
DO  - 10.1016/j.gloenvcha.2016.05.012
M3  - Article
N1  - Cited By :43
Export Date: 27 September 2018
PY  - 2017
SP  - 346-358
ST  - Future air pollution in the Shared Socio-economic Pathways
T2  - Global Environmental Change
TI  - Future air pollution in the Shared Socio-economic Pathways
UR  - https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978877801&doi=10.1016%2fj.gloenvcha.2016.05.012&partnerID=40&md5=8b862ef888fb35c1936b06a454064a7c
VL  - 42
ID  - 21
ER  - 
"
SSP,publications,reference,citation,11,Popp et al. (2017)
SSP,publications,reference,type,11,journal article
SSP,publications,reference,doi,11,10.1016/j.gloenvcha.2016.10.002
SSP,publications,reference,full,11,"POPP, A., CALVIN, K., FUJIMORI, S., HAVLIK, P., HUMPENÖDER, F., STEHFEST, E., BODIRSKY, B. L., DIETRICH, J. P., DOELMANN, J. C., GUSTI, M., HASEGAWA, T., KYLE, P., OBERSTEINER, M., TABEAU, A., TAKAHASHI, K., VALIN, H., WALDHOFF, S., WEINDL, I., WISE, M., KRIEGLER, E., LOTZE-CAMPEN, H., FRICKO, O., RIAHI, K. & VUUREN, D. P. V. 2017. Land-use futures in the shared socio-economic pathways. Global Environmental Change, 42, 331-345."
